пЕГСКЭРЮРШ ЮМЮКХГЮ ЮМНЛЮКХИ ЛЕРНДНЛ Z-score
==========================================

яРНКАЕЖ: Feature_1
оНПНЦ Z-score: 2.00
бЯЕЦН ГМЮВЕМХИ: 1200
йНКХВЕЯРБН ЮМНЛЮКХИ: 52
оПНЖЕМР ЮМНЛЮКХИ: 4.33%

дЕРЮКЭМШЕ ПЕГСКЭРЮРШ:
яРПНЙЮ	гМЮВЕМХЕ	Z-score	юМНЛЮКХЪ
295	0.497	0.4876	мер
296	0.668	0.6561	мер
297	-2.126	-2.0961	дю
298	0.876	0.8610	мер
299	0.151	0.1468	мер
300	0.322	0.3153	мер
301	1.045	1.0274	мер
302	-0.504	-0.4984	мер
303	0.245	0.2394	мер
304	-0.318	-0.3152	мер
305	-0.382	-0.3782	мер
306	-0.53	-0.5240	мер
307	0.494	0.4847	мер
308	-0.293	-0.2905	мер
309	0.347	0.3399	мер
310	1.211	1.1910	мер
311	0.441	0.4325	мер
312	-0.605	-0.5979	мер
313	0.308	0.3015	мер
314	1.463	1.4392	мер
315	-0.4	-0.3959	мер
316	-1.316	-1.2982	мер
317	-1.519	-1.4982	мер
318	0.395	0.3872	мер
319	0.409	0.4010	мер
320	-0.158	-0.1576	мер
321	2.767	2.7237	дю
322	0.216	0.2108	мер
323	-1.749	-1.7248	мер
324	0.942	0.9260	мер
325	0.286	0.2798	мер
326	-0.182	-0.1812	мер
327	0.618	0.6068	мер
328	-1.925	-1.8981	мер
329	1.396	1.3732	мер
330	1.356	1.3338	мер
331	-1.503	-1.4824	мер
332	1.009	0.9920	мер
333	-0.546	-0.5398	мер
334	-0.253	-0.2511	мер
335	0.559	0.5487	мер
336	-1.072	-1.0579	мер
337	-0.425	-0.4206	мер
338	-0.544	-0.5378	мер
339	0.386	0.3783	мер
340	-1.326	-1.3081	мер
341	-0.169	-0.1684	мер
342	-0.517	-0.5112	мер
343	-0.155	-0.1546	мер
344	-0.477	-0.4718	мер
345	0.061	0.0582	мер
346	-0.451	-0.4462	мер
347	0.245	0.2394	мер
348	0.645	0.6334	мер
349	-0.099	-0.0994	мер
350	-0.599	-0.5920	мер
351	0.862	0.8472	мер
352	-1.092	-1.0776	мер
353	-0.151	-0.1507	мер
354	0.704	0.6915	мер
355	1.161	1.1417	мер
356	0.524	0.5142	мер
357	-0.726	-0.7171	мер
358	0.931	0.9151	мер
359	-0.214	-0.2127	мер
360	1.431	1.4077	мер
361	-1.031	-1.0175	мер
362	0.623	0.6118	мер
363	1.521	1.4963	мер
364	-1.394	-1.3751	мер
365	-2.052	-2.0232	дю
366	0.344	0.3369	мер
367	0.11	0.1064	мер
368	0.443	0.4344	мер
369	0.034	0.0316	мер
370	-0.123	-0.1231	мер
371	-1.065	-1.0510	мер
372	-1.112	-1.0973	мер
373	0.547	0.5369	мер
374	-0.85	-0.8392	мер
375	-0.343	-0.3398	мер
376	-0.693	-0.6846	мер
377	0.222	0.2168	мер
378	-0.36	-0.3565	мер
379	0.79	0.7763	мер
380	0.255	0.2493	мер
381	1.097	1.0787	мер
382	-0.582	-0.5752	мер
383	-0.463	-0.4580	мер
384	0.191	0.1862	мер
385	-1.476	-1.4558	мер
386	0.941	0.9250	мер
387	-1.261	-1.2441	мер
388	0.583	0.5724	мер
389	0.656	0.6443	мер
390	-0.248	-0.2462	мер
391	-0.176	-0.1753	мер
392	1.264	1.2432	мер
393	-0.799	-0.7890	мер
394	-0.979	-0.9663	мер
395	-0.187	-0.1861	мер
396	-1.912	-1.8853	мер
397	-0.925	-0.9131	мер
398	-0.708	-0.6993	мер
399	0.574	0.5635	мер
400	-1.177	-1.1613	мер
401	1.863	1.8332	мер
402	0.031	0.0286	мер
403	0.341	0.3340	мер
404	0.432	0.4236	мер
405	1.631	1.6047	мер
406	1.724	1.6963	мер
407	-1.638	-1.6154	мер
408	0.088	0.0848	мер
409	0.701	0.6886	мер
410	0.59	0.5792	мер
411	0.39	0.3822	мер
412	-0.269	-0.2669	мер
413	1.03	1.0127	мер
414	-1.654	-1.6312	мер
415	1.054	1.0363	мер
416	1.994	1.9622	мер
417	-0.699	-0.6905	мер
418	-1.709	-1.6854	мер
419	-0.985	-0.9722	мер
420	2.704	2.6616	дю
421	0.586	0.5753	мер
422	0.09	0.0867	мер
423	0.943	0.9270	мер
424	2.437	2.3986	дю
425	-1.141	-1.1259	мер
426	1.09	1.0718	мер
427	0.473	0.4640	мер
428	1.285	1.2638	мер
429	0.203	0.1980	мер
430	0.708	0.6955	мер
431	0.313	0.3064	мер
432	-1.524	-1.5031	мер
433	-0.503	-0.4974	мер
434	0.886	0.8708	мер
435	0.707	0.6945	мер
436	0.154	0.1498	мер
437	-0.183	-0.1822	мер
438	-0.894	-0.8825	мер
439	-1.124	-1.1091	мер
440	-0.192	-0.1911	мер
441	0.92	0.9043	мер
442	-0.731	-0.7220	мер
443	2.196	2.1612	дю
444	0.677	0.6649	мер
445	0.286	0.2798	мер
446	-0.299	-0.2965	мер
447	-0.872	-0.8609	мер
448	0.536	0.5261	мер
449	-2.079	-2.0498	дю
450	-2.101	-2.0715	дю
451	-0.161	-0.1605	мер
452	-0.853	-0.8422	мер
453	1.636	1.6096	мер
454	1.06	1.0422	мер
455	1.836	1.8066	мер
456	-0.545	-0.5388	мер
457	-0.784	-0.7742	мер
458	2.236	2.2006	дю
459	0.625	0.6137	мер
460	0.252	0.2463	мер
461	0.2	0.1951	мер
462	1.137	1.1181	мер
463	-0.121	-0.1211	мер
464	0.036	0.0335	мер
465	0.91	0.8945	мер
466	0.368	0.3606	мер
467	0.591	0.5802	мер
468	-2.173	-2.1424	дю
469	0.241	0.2355	мер
470	0.862	0.8472	мер
471	0.539	0.5290	мер
472	1.128	1.1092	мер
473	0.263	0.2571	мер
474	-0.212	-0.2108	мер
475	-1.273	-1.2559	мер
476	-0.412	-0.4078	мер
477	0.09	0.0867	мер
478	0.878	0.8629	мер
479	1.856	1.8263	мер
480	0.088	0.0848	мер
481	-0.814	-0.8037	мер
482	0.492	0.4827	мер
483	-0.253	-0.2511	мер
484	-2.689	-2.6507	дю
485	0.028	0.0257	мер
486	1.381	1.3584	мер
487	-0.393	-0.3890	мер
488	-0.921	-0.9091	мер
489	1.727	1.6992	мер
490	0.214	0.2089	мер
491	0.858	0.8432	мер
492	-1.321	-1.3032	мер
493	0.226	0.2207	мер
494	0.869	0.8541	мер
495	-0.429	-0.4245	мер
496	1.095	1.0767	мер
497	0.211	0.2059	мер
498	0.132	0.1281	мер
499	-0.698	-0.6895	мер
500	-1.326	-1.3081	мер
501	-0.482	-0.4767	мер
502	-0.912	-0.9003	мер
503	-1.505	-1.4844	мер
504	-0.513	-0.5072	мер
505	-0.803	-0.7929	мер
506	1.772	1.7436	мер
507	0.322	0.3153	мер
508	0.089	0.0857	мер
509	0.572	0.5615	мер
510	1.803	1.7741	мер
511	-1.998	-1.9700	мер
512	0.839	0.8245	мер
513	0.84	0.8255	мер
514	0.953	0.9368	мер
515	-0.487	-0.4816	мер
516	1.018	1.0008	мер
517	-1.023	-1.0096	мер
518	0.284	0.2778	мер
519	1.095	1.0767	мер
520	0.342	0.3350	мер
521	-0.426	-0.4216	мер
522	0.301	0.2946	мер
523	0.546	0.5359	мер
524	-0.631	-0.6235	мер
525	0.812	0.7979	мер
526	0.348	0.3409	мер
527	0.881	0.8659	мер
528	-1.288	-1.2707	мер
529	0.52	0.5103	мер
530	-0.343	-0.3398	мер
531	0.291	0.2847	мер
532	0.965	0.9486	мер
533	1.446	1.4224	мер
534	-2.394	-2.3601	дю
535	0.198	0.1931	мер
536	-0.838	-0.8274	мер
537	-2.654	-2.6162	дю
538	-0.04	-0.0413	мер
539	-1.063	-1.0490	мер
540	2.302	2.2656	дю
541	0.711	0.6984	мер
542	-0.208	-0.2068	мер
543	-1.572	-1.5504	мер
544	-2.024	-1.9956	мер
545	-0.687	-0.6786	мер
546	-0.096	-0.0965	мер
547	-0.681	-0.6727	мер
548	1.268	1.2471	мер
549	-0.637	-0.6294	мер
550	-0.746	-0.7368	мер
551	-0.831	-0.8205	мер
552	-0.764	-0.7545	мер
553	1.206	1.1860	мер
554	-0.055	-0.0561	мер
555	-0.584	-0.5772	мер
556	-1.962	-1.9346	мер
557	-1.021	-1.0076	мер
558	1.033	1.0156	мер
559	0.25	0.2443	мер
560	-0.366	-0.3624	мер
561	-0.443	-0.4383	мер
562	2.673	2.6311	дю
563	-1.795	-1.7701	мер
564	-2.238	-2.2064	дю
565	0.352	0.3448	мер
566	0.196	0.1911	мер
567	-1.102	-1.0874	мер
568	0.155	0.1508	мер
569	0.936	0.9201	мер
570	1.09	1.0718	мер
571	-0.874	-0.8628	мер
572	-0.978	-0.9653	мер
573	0.288	0.2818	мер
574	-0.66	-0.6520	мер
575	0.881	0.8659	мер
576	-0.148	-0.1477	мер
577	-0.549	-0.5427	мер
578	0.781	0.7674	мер
579	-1.107	-1.0924	мер
580	1.483	1.4589	мер
581	0.984	0.9674	мер
582	0.966	0.9496	мер
583	-1.929	-1.9021	мер
584	1.986	1.9544	мер
585	0.623	0.6118	мер
586	-1.135	-1.1199	мер
587	0.65	0.6384	мер
588	-1.073	-1.0589	мер
589	0.274	0.2680	мер
590	-0.941	-0.9288	мер
591	-1.186	-1.1702	мер
592	0.065	0.0621	мер
593	2.673	2.6311	дю
594	-0.435	-0.4304	мер
595	-0.632	-0.6245	мер
596	-0.335	-0.3319	мер
597	-1.416	-1.3967	мер
598	-0.826	-0.8156	мер
599	1.518	1.4934	мер
600	0.234	0.2286	мер
601	0.086	0.0828	мер
602	-0.89	-0.8786	мер
603	0.159	0.1547	мер
604	-0.633	-0.6255	мер
605	0.76	0.7467	мер
606	0.666	0.6541	мер
607	0.338	0.3310	мер
608	1.647	1.6204	мер
609	0.239	0.2335	мер
610	-1.059	-1.0451	мер
611	0.499	0.4896	мер
612	-1.548	-1.5268	мер
613	-1.642	-1.6194	мер
614	-1.791	-1.7661	мер
615	0.578	0.5674	мер
616	2.027	1.9947	мер
617	0.674	0.6620	мер
618	-1.801	-1.7760	мер
619	1.245	1.2244	мер
620	0.175	0.1705	мер
621	-0.184	-0.1832	мер
622	1.412	1.3889	мер
623	1.21	1.1900	мер
624	0.447	0.4384	мер
625	1.333	1.3111	мер
626	0.591	0.5802	мер
627	0.613	0.6019	мер
628	0.291	0.2847	мер
629	-0.682	-0.6737	мер
630	-2.684	-2.6458	дю
631	1.76	1.7317	мер
632	-0.21	-0.2088	мер
633	0.384	0.3763	мер
634	0.307	0.3005	мер
635	-1.195	-1.1790	мер
636	-1.391	-1.3721	мер
637	-0.269	-0.2669	мер
638	-1.637	-1.6144	мер
639	-1.199	-1.1830	мер
640	0.623	0.6118	мер
641	0.809	0.7950	мер
642	-0.648	-0.6402	мер
643	0.919	0.9033	мер
644	-0.339	-0.3359	мер
645	-0.957	-0.9446	мер
646	0.19	0.1852	мер
647	0.348	0.3409	мер
648	-0.377	-0.3733	мер
649	-0.143	-0.1428	мер
650	-0.653	-0.6452	мер
651	-1.297	-1.2795	мер
652	-0.494	-0.4885	мер
653	-0.193	-0.1920	мер
654	1.748	1.7199	мер
655	0.966	0.9496	мер
656	-0.368	-0.3644	мер
657	0.318	0.3113	мер
658	-0.565	-0.5585	мер
659	-1.272	-1.2549	мер
660	-1.04	-1.0264	мер
661	1.196	1.1762	мер
662	-0.651	-0.6432	мер
663	-0.687	-0.6786	мер
664	-0.125	-0.1251	мер
665	-0.172	-0.1714	мер
666	-0.082	-0.0827	мер
667	0.777	0.7634	мер
668	0.027	0.0247	мер
669	0.396	0.3882	мер
670	0.175	0.1705	мер
671	1.597	1.5712	мер
672	2.948	2.9020	дю
673	-1.824	-1.7986	мер
674	0.621	0.6098	мер
675	-1.829	-1.8036	мер
676	1.435	1.4116	мер
677	0.4	0.3921	мер
678	0.644	0.6324	мер
679	2.049	2.0164	дю
680	0.083	0.0798	мер
681	0.45	0.4413	мер
682	1.241	1.2205	мер
683	0.846	0.8314	мер
684	0.549	0.5389	мер
685	0.894	0.8787	мер
686	0.947	0.9309	мер
687	-0.08	-0.0807	мер
688	-0.313	-0.3102	мер
689	-1.232	-1.2155	мер
690	-2.427	-2.3926	дю
691	-0.054	-0.0551	мер
692	0.764	0.7506	мер
693	0.277	0.2709	мер
694	-0.815	-0.8047	мер
695	0.375	0.3675	мер
696	1.261	1.2402	мер
697	-0.546	-0.5398	мер
698	-0.45	-0.4452	мер
699	1.841	1.8115	мер
700	-0.503	-0.4974	мер
701	0.557	0.5467	мер
702	0.526	0.5162	мер
703	-1.559	-1.5376	мер
704	-1.107	-1.0924	мер
705	0.357	0.3497	мер
706	-0.062	-0.0630	мер
707	1.064	1.0462	мер
708	0.486	0.4768	мер
709	0.499	0.4896	мер
710	-0.664	-0.6560	мер
711	-0.944	-0.9318	мер
712	-1.016	-1.0027	мер
713	-0.72	-0.7112	мер
714	-1.047	-1.0333	мер
715	-0.2	-0.1989	мер
716	-0.71	-0.7013	мер
717	0.555	0.5448	мер
718	-0.402	-0.3979	мер
719	0.169	0.1645	мер
720	0.196	0.1911	мер
721	0.72	0.7073	мер
722	-0.425	-0.4206	мер
723	1.64	1.6135	мер
724	-0.633	-0.6255	мер
725	1.172	1.1525	мер
726	-1.391	-1.3721	мер
727	0.916	0.9004	мер
728	0.904	0.8885	мер
729	0.314	0.3074	мер
730	-0.341	-0.3378	мер
731	0.665	0.6531	мер
732	0.884	0.8688	мер
733	1.168	1.1486	мер
734	-0.317	-0.3142	мер
735	1.494	1.4697	мер
736	-1.133	-1.1180	мер
737	-0.958	-0.9456	мер
738	1.692	1.6648	мер
739	1.221	1.2008	мер
740	1.211	1.1910	мер
741	0.596	0.5852	мер
742	-1.003	-0.9899	мер
743	-0.716	-0.7072	мер
744	2.047	2.0144	дю
745	-1.032	-1.0185	мер
746	0.946	0.9299	мер
747	-2.063	-2.0341	дю
748	-0.281	-0.2787	мер
749	1.412	1.3889	мер
750	-0.826	-0.8156	мер
751	-2.146	-2.1158	дю
752	-0.082	-0.0827	мер
753	-1.487	-1.4667	мер
754	-0.893	-0.8816	мер
755	-1.231	-1.2145	мер
756	0.609	0.5980	мер
757	0.431	0.4226	мер
758	-0.64	-0.6323	мер
759	0.17	0.1655	мер
760	-2.443	-2.4084	дю
761	1.283	1.2619	мер
762	-0.834	-0.8234	мер
763	0.545	0.5349	мер
764	1.679	1.6520	мер
765	-0.821	-0.8106	мер
766	-0.82	-0.8097	мер
767	-0.111	-0.1113	мер
768	1.123	1.1043	мер
769	-1.086	-1.0717	мер
770	0.495	0.4857	мер
771	-1.17	-1.1544	мер
772	-0.156	-0.1556	мер
773	-0.495	-0.4895	мер
774	-0.964	-0.9515	мер
775	-0.848	-0.8372	мер
776	-0.449	-0.4442	мер
777	-1.113	-1.0983	мер
778	0.95	0.9339	мер
779	-1.031	-1.0175	мер
780	-2.127	-2.0971	дю
781	1.441	1.4175	мер
782	-1.241	-1.2244	мер
783	-0.281	-0.2787	мер
784	1.06	1.0422	мер
785	-0.947	-0.9348	мер
786	0.564	0.5536	мер
787	0.472	0.4630	мер
788	-0.3	-0.2974	мер
789	-2.328	-2.2951	дю
790	-0.31	-0.3073	мер
791	0.52	0.5103	мер
792	-0.251	-0.2492	мер
793	-0.472	-0.4669	мер
794	1.149	1.1299	мер
795	0.678	0.6659	мер
796	0.015	0.0129	мер
797	-2.391	-2.3571	дю
798	-2.005	-1.9769	мер
799	2.12	2.0864	дю
800	-0.723	-0.7141	мер
801	0.625	0.6137	мер
802	1.278	1.2570	мер
803	-1.287	-1.2697	мер
804	0.204	0.1990	мер
805	0.675	0.6630	мер
806	0.475	0.4660	мер
807	1.51	1.4855	мер
808	-0.799	-0.7890	мер
809	-1.697	-1.6735	мер
810	-0.598	-0.5910	мер
811	-0.535	-0.5289	мер
812	0.691	0.6787	мер
813	0.673	0.6610	мер
814	0.862	0.8472	мер
815	0.646	0.6344	мер
816	0.322	0.3153	мер
817	-0.8	-0.7900	мер
818	-1.163	-1.1475	мер
819	-0.372	-0.3684	мер
820	0.863	0.8482	мер
821	-1.52	-1.4992	мер
822	-1.101	-1.0865	мер
823	0.502	0.4926	мер
824	-1.749	-1.7248	мер
825	0.292	0.2857	мер
826	0.997	0.9802	мер
827	-1.105	-1.0904	мер
828	-0.348	-0.3447	мер
829	-1.521	-1.5002	мер
830	-0.606	-0.5989	мер
831	1.06	1.0422	мер
832	0.08	0.0769	мер
833	-0.171	-0.1704	мер
834	-0.263	-0.2610	мер
835	-1.537	-1.5159	мер
836	-0.239	-0.2373	мер
837	-0.105	-0.1054	мер
838	-0.819	-0.8087	мер
839	0.346	0.3389	мер
840	2.075	2.0420	дю
841	-0.475	-0.4698	мер
842	0.586	0.5753	мер
843	-0.304	-0.3014	мер
844	0.161	0.1567	мер
845	-0.167	-0.1664	мер
846	-0.017	-0.0187	мер
847	-0.017	-0.0187	мер
848	0.578	0.5674	мер
849	-0.076	-0.0768	мер
850	0.044	0.0414	мер
851	1.186	1.1663	мер
852	-0.426	-0.4216	мер
853	-0.348	-0.3447	мер
854	-1.779	-1.7543	мер
855	0.413	0.4049	мер
856	0.004	0.0020	мер
857	-0.693	-0.6846	мер
858	0.253	0.2473	мер
859	-1.088	-1.0736	мер
860	-0.939	-0.9269	мер
861	-1.596	-1.5740	мер
862	1.737	1.7091	мер
863	-0.212	-0.2108	мер
864	0.723	0.7103	мер
865	-0.813	-0.8028	мер
866	-1.149	-1.1337	мер
867	-0.365	-0.3615	мер
868	0.433	0.4246	мер
869	0.938	0.9220	мер
870	-0.387	-0.3831	мер
871	-0.415	-0.4107	мер
872	-1.055	-1.0411	мер
873	-0.407	-0.4028	мер
874	-0.175	-0.1743	мер
875	0.052	0.0493	мер
876	-0.021	-0.0226	мер
877	-0.358	-0.3546	мер
878	0.434	0.4256	мер
879	-0.745	-0.7358	мер
880	0.377	0.3694	мер
881	0.664	0.6521	мер
882	1.713	1.6854	мер
883	-0.127	-0.1270	мер
884	1.96	1.9287	мер
885	-0.285	-0.2827	мер
886	0.371	0.3635	мер
887	1.085	1.0668	мер
888	0.503	0.4935	мер
889	0.636	0.6246	мер
890	-0.706	-0.6974	мер
891	-0.471	-0.4659	мер
892	0.829	0.8147	мер
893	0.088	0.0848	мер
894	-1.117	-1.1022	мер
895	0.716	0.7034	мер
896	1.047	1.0294	мер
897	-0.04	-0.0413	мер
898	0.638	0.6265	мер
899	0.014	0.0119	мер
900	0.211	0.2059	мер
901	0.254	0.2483	мер
902	-0.359	-0.3556	мер
903	0.198	0.1931	мер
904	0.282	0.2759	мер
905	-0.174	-0.1733	мер
906	0.465	0.4561	мер
907	2.074	2.0410	дю
908	-1.251	-1.2342	мер
909	0.518	0.5083	мер
910	-0.895	-0.8835	мер
911	-0.548	-0.5417	мер
912	0.636	0.6246	мер
913	-0.54	-0.5338	мер
914	0.843	0.8285	мер
915	-2.673	-2.6349	дю
916	-0.665	-0.6570	мер
917	-2.601	-2.5640	дю
918	0.371	0.3635	мер
919	-2.275	-2.2429	дю
920	-0.585	-0.5782	мер
921	1.145	1.1259	мер
922	-0.721	-0.7121	мер
923	0.63	0.6186	мер
924	-0.634	-0.6264	мер
925	0.188	0.1833	мер
926	-0.655	-0.6471	мер
927	0.02	0.0178	мер
928	-0.285	-0.2827	мер
929	0.096	0.0926	мер
930	1.191	1.1713	мер
931	-0.393	-0.3890	мер
932	-1.156	-1.1406	мер
933	0.395	0.3872	мер
934	-1.107	-1.0924	мер
935	0.346	0.3389	мер
936	1.568	1.5426	мер
937	-0.72	-0.7112	мер
938	-1.367	-1.3485	мер
939	0.643	0.6315	мер
940	-0.151	-0.1507	мер
941	-1.615	-1.5928	мер
942	-0.562	-0.5555	мер
943	0.378	0.3704	мер
944	-0.817	-0.8067	мер
945	0.456	0.4473	мер
946	0.235	0.2296	мер
947	0.438	0.4295	мер
948	-1.129	-1.1140	мер
949	-1.08	-1.0658	мер
950	-1.332	-1.3140	мер
951	0.069	0.0660	мер
952	0.365	0.3576	мер
953	1.693	1.6657	мер
954	-0.461	-0.4560	мер
955	1.255	1.2343	мер
956	0.297	0.2906	мер
957	0.308	0.3015	мер
958	0.975	0.9585	мер
959	0.89	0.8748	мер
960	0.221	0.2158	мер
961	-0.555	-0.5486	мер
962	-0.302	-0.2994	мер
963	0.521	0.5113	мер
964	0.827	0.8127	мер
965	-0.235	-0.2334	мер
966	-1.357	-1.3386	мер
967	1.439	1.4155	мер
968	0.049	0.0463	мер
969	1.754	1.7258	мер
970	-1.163	-1.1475	мер
971	0.004	0.0020	мер
972	0.879	0.8639	мер
973	0.867	0.8521	мер
974	-2.149	-2.1188	дю
975	0.35	0.3428	мер
976	2.223	2.1878	дю
977	-1.104	-1.0894	мер
978	-0.747	-0.7377	мер
979	-1.025	-1.0116	мер
980	2.056	2.0233	дю
981	0.245	0.2394	мер
982	-0.555	-0.5486	мер
983	0.787	0.7733	мер
984	-0.001	-0.0029	мер
985	-2.564	-2.5276	дю
986	-1.612	-1.5898	мер
987	1.002	0.9851	мер
988	1.86	1.8302	мер
989	-0.641	-0.6333	мер
990	-0.729	-0.7200	мер
991	-0.894	-0.8825	мер
992	1.101	1.0826	мер
993	-0.107	-0.1073	мер
994	-0.719	-0.7102	мер
995	-0.532	-0.5260	мер
996	-0.496	-0.4905	мер
997	-0.052	-0.0531	мер
998	0.457	0.4482	мер
999	1.011	0.9939	мер
1000	-0.036	-0.0374	мер
1001	0.361	0.3537	мер
1002	-0.272	-0.2699	мер
1003	0.3	0.2936	мер
1004	0.683	0.6709	мер
1005	-0.814	-0.8037	мер
1006	1.16	1.1407	мер
1007	-0.863	-0.8520	мер
1008	-0.286	-0.2836	мер
1009	0.05	0.0473	мер
1010	-0.029	-0.0305	мер
1011	-1.803	-1.7779	мер
1012	-0.571	-0.5644	мер
1013	-1.087	-1.0727	мер
1014	0.142	0.1380	мер
1015	-0.895	-0.8835	мер
1016	1.269	1.2481	мер
1017	-0.936	-0.9239	мер
1018	-0.1	-0.1004	мер
1019	-0.827	-0.8166	мер
1020	1.503	1.4786	мер
1021	1.517	1.4924	мер
1022	1.071	1.0531	мер
1023	0.24	0.2345	мер
1024	-1.579	-1.5573	мер
1025	-0.257	-0.2551	мер
1026	0.406	0.3980	мер
1027	-1.31	-1.2923	мер
1028	0.289	0.2828	мер
1029	0.592	0.5812	мер
1030	0.717	0.7043	мер
1031	0.301	0.2946	мер
1032	-2.142	-2.1119	дю
1033	-0.12	-0.1201	мер
1034	0.483	0.4738	мер
1035	0.692	0.6797	мер
1036	-1.592	-1.5701	мер
1037	-2.978	-2.9354	дю
1038	-0.684	-0.6757	мер
1039	-0.656	-0.6481	мер
1040	-0.223	-0.2216	мер
1041	1.65	1.6234	мер
1042	-0.045	-0.0463	мер
1043	1.0	0.9831	мер
1044	0.949	0.9329	мер
1045	0.417	0.4088	мер
1046	0.04	0.0375	мер
1047	0.275	0.2690	мер
1048	-0.391	-0.3871	мер
1049	-0.754	-0.7446	мер
1050	-0.405	-0.4009	мер
1051	-0.054	-0.0551	мер
1052	0.149	0.1448	мер
1053	-0.067	-0.0679	мер
1054	-0.615	-0.6077	мер
1055	-1.231	-1.2145	мер
1056	-0.282	-0.2797	мер
1057	0.567	0.5566	мер
1058	0.214	0.2089	мер
1059	0.137	0.1330	мер
1060	-0.761	-0.7515	мер
1061	1.341	1.3190	мер
1062	0.788	0.7743	мер
1063	0.134	0.1301	мер
1064	0.808	0.7940	мер
1065	1.357	1.3348	мер
1066	-0.069	-0.0699	мер
1067	0.015	0.0129	мер
1068	-0.111	-0.1113	мер
1069	-1.56	-1.5386	мер
1070	0.214	0.2089	мер
1071	1.391	1.3683	мер
1072	0.852	0.8373	мер
1073	1.809	1.7800	мер
1074	0.403	0.3950	мер
1075	-2.341	-2.3079	дю
1076	-2.32	-2.2872	дю
1077	1.288	1.2668	мер
1078	-0.513	-0.5072	мер
1079	-0.749	-0.7397	мер
1080	1.498	1.4737	мер
1081	-0.31	-0.3073	мер
1082	0.319	0.3123	мер
1083	1.269	1.2481	мер
1084	1.18	1.1604	мер
1085	0.102	0.0985	мер
1086	-0.728	-0.7190	мер
1087	0.988	0.9713	мер
1088	-1.975	-1.9474	мер
1089	0.499	0.4896	мер
1090	-0.221	-0.2196	мер
1091	1.402	1.3791	мер
1092	0.826	0.8117	мер
1093	0.058	0.0552	мер
1094	0.468	0.4591	мер
1095	-1.782	-1.7573	мер
1096	0.523	0.5133	мер
1097	-1.328	-1.3101	мер
1098	0.138	0.1340	мер
1099	-2.263	-2.2311	дю
1100	1.206	1.1860	мер
1101	0.584	0.5733	мер
1102	1.704	1.6766	мер
1103	-0.547	-0.5407	мер
1104	-0.167	-0.1664	мер
1105	1.875	1.8450	мер
1106	-0.992	-0.9791	мер
1107	0.668	0.6561	мер
1108	1.067	1.0491	мер
1109	0.717	0.7043	мер
1110	1.633	1.6066	мер
1111	0.667	0.6551	мер
1112	-0.354	-0.3506	мер
1113	2.31	2.2735	дю
1114	0.911	0.8954	мер
1115	-2.408	-2.3739	дю
1116	1.268	1.2471	мер
1117	0.106	0.1025	мер
1118	-0.943	-0.9308	мер
1119	1.109	1.0905	мер
1120	-0.276	-0.2738	мер
1121	-0.564	-0.5575	мер
1122	-1.161	-1.1456	мер
1123	-1.541	-1.5199	мер
1124	0.661	0.6492	мер
1125	-0.658	-0.6501	мер
1126	-1.24	-1.2234	мер
1127	-1.049	-1.0352	мер
1128	0.031	0.0286	мер
1129	0.242	0.2365	мер
1130	-1.385	-1.3662	мер
1131	1.423	1.3998	мер
1132	0.388	0.3803	мер
1133	-0.609	-0.6018	мер
1134	0.426	0.4177	мер
1135	0.576	0.5655	мер
1136	-0.688	-0.6796	мер
1137	0.274	0.2680	мер
1138	-2.083	-2.0538	дю
1139	-0.591	-0.5841	мер
1140	0.549	0.5389	мер
1141	-0.613	-0.6058	мер
1142	-1.055	-1.0411	мер
1143	0.015	0.0129	мер
1144	-0.678	-0.6698	мер
1145	-0.808	-0.7978	мер
1146	-1.139	-1.1239	мер
1147	-0.515	-0.5092	мер
1148	0.398	0.3901	мер
1149	1.617	1.5909	мер
1150	-1.61	-1.5878	мер
1151	1.389	1.3663	мер
1152	-0.912	-0.9003	мер
1153	0.216	0.2108	мер
1154	-0.191	-0.1901	мер
1155	0.107	0.1035	мер
1156	-0.631	-0.6235	мер
1157	-0.279	-0.2767	мер
1158	0.336	0.3290	мер
1159	0.055	0.0523	мер
1160	-0.117	-0.1172	мер
1161	1.52	1.4953	мер
1162	-2.425	-2.3906	дю
1163	1.279	1.2579	мер
1164	2.343	2.3060	дю
1165	0.321	0.3143	мер
1166	-0.972	-0.9594	мер
1167	-0.637	-0.6294	мер
1168	0.185	0.1803	мер
1169	0.293	0.2867	мер
1170	-0.363	-0.3595	мер
1171	-1.752	-1.7277	мер
1172	-1.96	-1.9326	мер
1173	1.144	1.1250	мер
1174	-0.02	-0.0216	мер
1175	-0.153	-0.1526	мер
1176	-0.034	-0.0354	мер
1177	-1.322	-1.3041	мер
1178	-1.442	-1.4223	мер
1179	2.274	2.2381	дю
1180	-0.508	-0.5023	мер
1181	0.237	0.2315	мер
1182	-1.748	-1.7238	мер
1183	2.175	2.1405	дю
1184	1.749	1.7209	мер
1185	-0.3	-0.2974	мер
1186	0.589	0.5783	мер
1187	-0.375	-0.3713	мер
1188	-1.207	-1.1909	мер
1189	1.362	1.3397	мер
1190	1.115	1.0964	мер
1191	0.202	0.1971	мер
1192	-0.093	-0.0935	мер
1193	-2.062	-2.0331	дю
1194	0.104	0.1005	мер
1195	0.687	0.6748	мер
1196	-0.732	-0.7230	мер
1197	-2.907	-2.8654	дю
1198	1.61	1.5840	мер
