Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
-0.8,-0.583,-0.609,-1.105,-1.402,1.104,0.519,1.173,-1.186,-0.969,-1.197,-1.145,0.441,-0.862,1.108,2.428,-0.966,-0.882,-0.458,-0.06,-1.555,-0.867,0.921,-0.533,-1.161,-2.011,0.626,0.598,1.134,-0.736,-0.508,-0.093,0.398,-0.672,0.294,-0.034,-0.636,-0.406,1.326,-0.241,-0.335,-0.742,-1.335,0.347,1.13,1.459,0.209,-0.007,-0.934,0.607,0.361,0.919,-0.233,-1.47,-1.319,1.186,1.112,1.264,-0.164,-0.691,-1.359,0.125,-0.068,0.662,0.452,1.95,-0.363,0.136,-0.067,0.547,0.172,1.704,-0.601,0.74,-1.072,0.472,0.033,0.646,-0.554,-0.206,1.367,-0.019,-0.608,-0.47,-0.349,0.634,1.632,1.089,-0.273,-0.648,-0.476,-0.605,1.988,0.401,0.88,1.242,-0.042,0.421,-0.247,-0.517
-0.797,-0.537,0.161,0.57,1.247,0.38,1.093,-1.003,-1.14,1.913,-0.219,0.584,0.975,1.543,1.482,-1.11,0.051,-0.647,-0.101,0.116,-0.789,-0.83,-0.587,-1.391,0.393,0.079,0.043,-1.668,-0.791,-1.419,0.101,0.519,-0.881,0.16,-0.33,0.684,0.37,-0.149,-0.75,-0.424,0.113,-1.208,0.738,-1.122,1.245,-0.275,0.703,-0.698,1.392,1.492,0.865,0.898,0.83,-0.016,-1.462,0.146,0.311,1.067,1.438,0.269,0.602,0.742,1.211,-1.524,0.466,-1.276,0.671,-1.731,-0.594,0.941,-0.582,-0.547,0.271,0.215,1.296,0.426,0.696,-0.804,0.744,-0.95,0.744,-0.835,0.946,-0.202,-0.166,0.2,-0.701,0.193,1.334,-0.354,0.14,-0.447,-2.376,0.623,-0.24,2.451,-0.699,0.21,0.637,0.39
1.291,1.091,0.052,-0.253,-0.702,1.304,0.289,1.195,0.812,-1.189,-1.088,1.205,-0.239,-0.829,-0.011,-0.945,-1.631,-0.318,-0.671,-1.412,1.46,-0.348,0.221,-1.679,-0.63,-0.562,0.3,1.285,-1.038,1.049,0.197,-0.479,0.414,0.945,2.222,-0.244,0.916,-0.957,-0.847,-0.737,-0.881,0.605,0.639,-1.04,0.252,0.325,0.17,0.92,-0.088,-0.968,1.296,-0.86,1.67,0.002,-0.394,0.787,-0.329,0.139,-0.595,-0.239,0.925,-0.515,-1.328,-0.643,-0.776,0.511,-0.84,0.549,-1.219,-1.458,1.303,-0.167,-0.969,-0.676,0.833,-0.366,-0.743,-0.271,0.458,-2.812,-0.28,0.019,0.619,-0.6,0.921,-0.918,-1.247,-1.15,-0.312,-0.925,2.14,-0.358,2.741,-1.501,-0.148,1.464,-1.442,-1.719,0.28,-0.095
0.678,-0.666,-1.479,0.077,1.594,1.094,2.189,1.49,0.509,0.175,-0.507,-1.132,0.314,0.787,-0.812,-0.83,-0.611,0.617,-0.003,1.86,-2.002,2.743,1.92,-0.968,-0.437,1.151,0.975,0.064,0.035,0.545,-0.522,0.352,1.181,2.061,2.434,-1.447,0.178,-0.005,0.553,-0.143,-1.67,-0.237,1.33,-0.251,-1.588,0.005,-2.101,-0.22,0.307,-0.61,0.466,1.065,0.451,0.988,0.646,0.009,-1.039,-0.559,-1.126,-1.256,1.33,-0.836,-0.047,-0.864,0.526,0.335,0.348,-0.031,0.31,1.504,-0.133,1.875,-1.365,0.752,0.837,-0.914,-0.287,1.677,0.509,-0.583,1.533,0.544,-1.035,-0.227,0.086,-0.525,0.258,1.265,-0.258,0.302,-0.921,-0.815,0.761,0.556,-1.409,0.783,0.214,-1.029,-0.706,1.52
1.1,-0.236,-0.499,-0.174,-1.38,-0.865,-0.756,-1.219,-0.486,-1.822,1.482,0.364,0.067,-1.827,0.062,-1.841,0.35,1.159,-0.372,1.255,0.843,-0.867,0.313,0.24,-0.541,1.521,0.542,1.227,0.798,0.907,1.055,0.48,-1.378,-1.925,0.991,-0.293,-0.454,0.863,0.458,-0.414,0.225,-0.231,2.026,-0.514,-0.545,-1.225,-0.555,-0.118,-0.291,-1.424,1.736,0.255,-0.954,-0.241,-0.219,0.254,-0.59,0.976,-0.008,-2.241,-1.603,0.664,-1.71,0.195,0.076,-0.253,0.811,-1.922,-2.435,0.659,0.651,-0.992,1.321,-0.517,0.154,-0.03,-0.102,-0.621,-1.242,0.526,0.753,-1.253,-0.351,-0.408,-0.5,-1.275,0.804,-0.053,-0.915,0.006,-2.843,-1.277,0.837,0.41,-0.414,-1.137,1.044,0.125,-1.42,1.654
1.748,-0.611,-0.675,0.998,-1.492,0.432,1.285,0.797,-1.388,-1.03,-0.671,-0.564,0.485,0.037,-0.313,-1.916,1.794,0.244,-0.223,-0.081,1.395,-0.257,-0.438,0.911,-0.706,-0.041,0.55,-0.606,-0.045,0.001,-0.251,1.688,0.144,-0.878,-1.208,-0.246,-0.146,-1.796,-0.756,-1.345,-0.37,0.691,0.392,-0.72,-0.562,0.354,0.477,0.384,0.293,0.405,0.025,0.756,-1.433,2.407,1.279,1.12,0.122,-2.027,0.007,-1.293,1.274,-1.857,-1.07,-0.721,0.171,-0.846,-0.214,0.516,-1.609,-0.244,0.626,0.668,-0.163,-0.716,0.547,2.028,-0.07,1.096,-0.042,-1.134,-1.602,1.327,0.481,1.351,0.172,1.317,-1.493,0.34,0.012,0.316,-0.334,-0.706,-1.624,-0.355,-0.745,1.121,-1.11,-1.833,0.94,-0.921
1.212,-0.365,2.293,2.081,1.408,-0.277,1.245,-1.203,-0.797,0.287,0.464,1.005,3.312,0.403,2.327,0.756,-0.854,-0.486,-0.775,-0.316,0.934,-0.979,0.479,0.221,0.389,-0.866,0.749,1.048,-1.183,0.779,-0.23,-0.402,1.261,-0.948,0.555,0.595,0.128,-1.1,2.747,0.398,-0.316,0.217,1.122,0.619,-1.279,-0.964,0.317,0.73,0.269,0.167,1.552,-0.587,-0.289,0.242,-0.448,-0.462,-0.792,0.153,1.505,0.1,0.755,-0.839,0.427,0.539,1.233,0.601,0.875,-0.819,1.082,-1.991,-1.08,1.067,0.346,-0.805,1.819,-1.523,0.004,0.106,1.477,1.159,1.232,-1.022,0.056,1.37,-0.77,0.892,0.572,-0.312,1.277,-0.312,0.789,1.097,0.759,-0.659,1.262,-0.883,-0.005,0.472,-1.868,-0.074
-0.142,0.893,0.358,-0.381,-2.207,-0.704,-1.076,-1.12,0.882,-0.782,1.426,1.48,0.805,0.447,0.066,2.055,-0.339,-0.271,-0.226,1.05,0.12,1.687,1.064,-3.164,-0.573,0.592,-0.857,-1.045,-0.544,-0.407,1.127,-0.286,-1.506,-1.126,0.589,-0.299,-1.327,1.124,-1.076,-0.492,-0.482,-0.966,-0.237,0.789,-0.906,-2.892,-0.155,-0.989,-0.804,-0.289,1.745,-0.662,1.012,-0.246,-0.221,-0.696,1.077,-0.457,-2.279,0.465,-0.357,-1.05,-0.894,-0.308,-0.035,0.16,-0.228,-0.651,-0.347,-0.052,-0.758,0.717,0.923,0.423,1.227,-0.85,0.33,0.936,0.345,-1.482,0.217,-0.13,0.083,-1.424,0.862,-0.731,0.112,-0.315,0.399,-2.939,-0.661,-1.464,1.191,0.206,-0.037,-0.537,-1.313,1.298,0.118,-0.387
-1.229,0.607,0.735,-1.154,-0.002,0.402,-0.92,-1.284,-1.139,-1.039,0.203,0.068,-2.14,2.708,0.976,-0.664,-0.475,0.536,1.151,-0.463,0.624,1.498,0.816,-2.833,-0.206,1.284,-0.247,-1.272,-1.744,-0.253,1.453,-1.17,0.721,1.258,-2.851,-0.509,0.607,-0.196,-0.219,-0.59,0.981,0.431,-0.705,0.88,-1.004,-0.464,-0.433,1.191,-1.142,-0.035,0.276,-1.497,-0.393,-1.309,-0.417,-1.382,-0.6,-2.352,-0.797,0.345,-1.126,-0.176,-1.187,0.043,-1.285,-0.19,-1.502,-0.151,0.512,-1.129,0.877,1.633,2.279,1.298,0.695,-0.549,0.379,-1.225,0.144,0.164,-2.775,-0.626,-1.254,-0.723,-2.089,-0.454,-0.229,1.902,-0.654,1.26,0.167,-0.979,0.587,0.56,0.573,1.635,-2.05,0.029,-1.37,-0.089
-0.753,-0.415,-0.479,1.104,-0.218,-0.397,1.532,-2.104,0.461,-1.344,0.052,-0.417,-0.0,-0.127,1.288,-0.469,-0.625,-2.208,-0.447,0.897,-0.233,-0.724,0.234,-0.427,-1.644,-0.565,2.025,-0.407,1.369,0.86,0.323,-1.607,-0.279,-1.326,0.153,-1.067,1.189,-0.111,0.263,1.402,-1.054,-0.564,-1.2,0.564,-1.988,-0.951,1.691,-1.39,0.485,-0.222,-0.365,-1.306,-0.806,-0.069,-0.783,0.401,0.308,1.422,0.569,1.07,0.201,0.448,0.831,-0.479,-0.389,-2.039,-1.024,1.448,-0.46,-0.988,-1.347,0.667,-0.879,0.491,0.581,-1.13,0.347,0.496,1.033,-0.057,0.144,0.525,0.36,1.436,-0.445,0.304,-1.22,-1.118,-0.106,-1.218,-2.365,-0.958,1.034,0.565,-0.654,-0.055,0.92,0.435,0.521,0.315
0.123,-1.201,-2.023,-0.26,-0.07,0.492,1.104,1.259,0.287,-0.544,1.597,0.406,-0.868,0.492,0.771,-0.798,0.029,0.321,-0.259,0.14,-0.67,-0.581,0.047,-0.3,0.405,0.06,0.903,1.076,0.967,-1.629,-0.079,1.628,-0.157,0.294,0.17,1.302,-0.097,-0.648,0.023,-0.152,0.01,-0.564,-0.311,-0.518,0.29,0.898,0.816,1.317,1.093,-0.337,0.14,1.699,-0.621,0.71,-0.499,-1.158,-0.157,1.02,0.306,-0.291,0.309,-0.92,-0.829,-0.183,1.426,-0.439,1.262,0.098,0.277,-1.139,0.765,-0.354,0.47,-1.521,1.466,-0.2,0.075,1.631,-0.71,0.104,-1.898,-0.907,-1.687,-1.258,-0.453,-0.265,0.649,-0.217,-0.365,0.655,0.472,0.788,-0.141,0.594,1.06,-1.043,0.62,0.723,-1.663,1.316
-0.348,-1.648,1.342,0.276,0.275,0.962,2.644,-1.752,0.221,-0.516,-0.16,-0.478,-0.704,-1.489,-0.623,-0.482,-2.642,1.62,0.128,1.2,-0.449,-0.468,0.093,-0.817,-0.633,0.424,0.834,0.165,-1.125,-0.101,0.021,-0.226,1.631,0.085,-1.105,-0.684,0.021,-0.641,1.613,-0.681,0.696,0.005,-0.162,-0.927,-0.113,-1.177,0.004,1.061,-1.241,-1.221,1.237,0.085,1.394,1.977,2.037,-0.51,-1.052,1.101,-0.064,1.363,1.265,-1.444,-0.836,-0.467,0.482,-0.518,1.057,0.824,-2.024,1.344,1.814,2.31,-0.204,-0.215,-0.818,-1.246,0.692,-0.813,0.421,-0.525,-0.766,0.435,0.07,0.518,0.798,-1.197,-1.137,0.765,-1.162,0.233,-0.632,0.386,-1.128,1.249,-1.102,-2.271,1.28,0.489,1.305,0.142
-0.096,-1.166,0.613,-0.298,-0.614,0.001,0.516,-0.143,-0.917,0.782,-0.292,0.095,0.035,-1.657,1.215,-0.441,-0.757,0.41,-1.567,-0.146,-1.459,-0.009,0.045,-0.597,2.689,-0.453,0.45,-0.22,0.547,-1.663,-1.068,0.034,0.455,-0.596,0.77,-0.189,-1.24,2.151,0.93,-1.065,-1.342,0.492,0.565,-0.427,0.729,0.599,0.486,-0.005,0.716,0.825,-0.094,-1.465,-0.115,0.865,-0.293,2.383,-0.642,0.729,-0.689,0.412,0.481,0.454,0.127,-0.429,0.448,0.523,-0.901,-0.101,-0.121,-1.092,1.898,0.911,0.502,0.911,-1.372,-1.489,-1.703,-2.018,0.328,1.393,-1.398,0.199,-0.697,0.672,-1.396,1.335,-1.009,0.715,-1.756,-0.597,-0.896,1.912,0.392,-0.677,-0.042,1.091,-1.4,-0.907,-0.93,-0.233
-0.534,0.427,-1.408,0.075,-0.65,1.753,2.667,-0.492,0.516,1.218,0.544,-1.217,0.402,-0.537,0.237,0.871,0.325,1.04,0.258,0.824,0.134,1.422,-0.474,0.106,0.416,-1.26,-0.866,-0.349,-1.377,0.175,-1.148,0.459,0.247,0.314,-0.489,1.177,0.948,0.434,-0.47,-0.179,-0.211,-0.483,0.907,0.196,0.137,0.411,-0.704,-0.378,-0.67,-0.968,0.65,-0.418,0.157,-1.124,1.591,-1.888,0.23,-1.52,1.27,0.042,-1.167,1.161,0.255,-0.241,0.196,-0.201,0.315,-1.937,0.684,1.485,0.185,-2.408,-0.058,0.05,-1.889,-1.275,-0.942,-0.222,0.236,0.725,-0.08,0.282,0.452,0.499,1.312,-0.401,-0.702,-0.117,-0.742,-1.129,-0.452,1.63,0.786,-1.854,0.468,-0.623,-1.198,-0.763,0.503,1.189
-1.935,0.573,0.851,-0.971,0.082,-0.284,-0.307,-0.36,-0.975,-0.782,0.757,0.401,-0.817,0.02,1.963,-3.1,-0.801,0.406,-1.404,0.134,-2.006,-1.1,-0.738,0.818,0.64,-1.616,1.888,-0.897,0.465,1.182,-0.837,0.072,0.181,-0.066,0.537,0.138,0.046,1.007,0.074,-1.643,1.277,0.76,2.022,-0.132,-0.736,0.513,-1.889,-0.842,0.452,0.437,-0.756,-0.267,0.254,1.58,-0.472,-0.772,1.709,0.613,0.193,1.753,-0.559,-1.305,-0.439,0.847,0.803,0.912,0.655,1.692,-2.178,-1.744,1.364,1.268,-1.154,1.403,-0.029,0.006,-0.408,0.117,-1.171,1.74,0.758,-1.0,0.808,-0.234,0.066,-0.94,1.228,1.114,-0.655,-0.219,1.51,-0.571,-1.192,0.891,-0.558,1.921,0.064,-1.487,1.053,1.067
1.096,0.096,0.838,0.561,-1.507,0.167,0.267,-0.903,-1.017,0.101,0.129,-0.241,-0.249,1.02,0.699,0.863,-1.875,-0.864,-1.987,-0.336,0.49,-0.499,-0.796,0.41,0.182,-0.746,1.815,0.031,0.168,1.356,0.621,-1.101,0.192,0.337,-1.159,-0.87,2.38,-0.337,-2.188,1.828,1.024,-1.476,1.618,-0.106,1.463,-0.071,-0.454,1.103,0.621,-1.132,0.223,0.14,0.85,1.561,-0.948,0.564,-0.514,-0.762,0.777,0.259,1.633,-1.493,-0.778,1.508,-0.721,1.378,0.12,-0.503,0.269,-1.013,-0.23,0.106,0.214,-2.34,1.203,0.59,0.614,-0.753,0.686,-0.343,0.674,-0.199,0.356,-1.43,0.161,0.9,0.737,-1.097,0.148,-0.702,-0.465,0.431,0.492,-0.902,-1.189,-0.174,-2.467,1.816,1.504,1.5
-0.407,-0.538,-0.905,-1.556,-2.376,1.713,0.782,-0.847,-1.288,-0.529,-1.398,0.215,-0.696,0.43,0.519,0.281,-0.436,-0.024,1.067,-1.365,0.448,-2.386,-1.984,-1.563,0.528,-1.527,-0.422,-1.023,0.184,0.946,0.74,2.14,-0.717,-1.192,-0.396,0.371,-0.327,-0.312,0.653,-0.055,0.799,2.12,0.622,0.208,-0.781,-0.112,-1.993,0.873,-0.131,-0.458,0.95,-0.991,-1.028,-0.148,1.331,0.888,1.807,-0.995,-0.765,-0.225,-1.626,0.626,-0.096,1.193,0.727,0.301,-1.479,-0.683,-0.426,-0.283,0.729,-0.943,1.528,1.035,1.945,0.95,0.869,1.572,2.188,0.453,-0.372,-0.478,-1.049,-2.23,-1.25,0.369,2.513,1.025,0.508,1.398,1.078,0.793,-0.354,0.195,-0.003,-0.016,0.912,0.306,-1.181,-1.231
0.179,0.977,-1.239,-0.161,-0.429,0.358,0.976,-1.296,1.074,-2.509,0.5,-0.247,0.293,-2.268,-1.371,0.697,1.342,-0.788,-0.473,1.547,0.311,-1.25,0.661,0.487,0.807,0.088,0.379,0.26,0.819,-0.101,0.726,-1.328,-0.764,0.203,-0.759,-0.639,-1.453,-0.596,0.579,0.828,1.882,0.231,-2.288,0.562,-1.083,0.559,-1.347,1.185,-1.081,0.656,-0.298,0.838,-0.255,-0.973,-1.426,-1.252,-0.68,-1.041,-1.739,-0.762,-1.329,-0.186,-0.17,-1.113,-2.531,-1.145,0.874,1.242,0.936,-2.702,2.724,1.109,1.989,-0.839,-0.851,-1.872,0.478,-0.179,-0.587,0.661,-2.217,0.438,-0.232,-0.696,-0.799,0.165,-0.44,0.989,-0.448,0.271,-0.38,0.153,-0.137,-0.682,0.292,1.203,-0.515,1.143,-0.959,0.688
-0.836,0.388,0.776,-0.99,0.716,1.974,0.299,0.577,0.063,0.205,-0.844,-0.071,1.514,-0.609,0.465,0.085,-0.094,-0.707,2.336,3.258,-0.446,-0.434,0.68,-0.355,-1.355,-0.612,-0.137,1.822,1.638,-1.189,1.437,-0.133,3.019,-0.892,0.652,0.552,-1.173,1.574,-2.485,-0.232,0.467,-0.732,-1.444,1.441,0.782,-1.106,0.63,0.613,-0.455,1.537,-2.309,-0.095,-0.441,-0.807,1.987,-0.436,-0.369,-0.58,2.371,0.112,-0.168,0.129,0.266,1.339,-0.585,-1.65,-1.225,-0.292,0.222,-1.413,0.609,-0.276,0.221,0.159,-0.113,-0.163,-0.945,0.463,-0.454,-0.568,0.418,-1.971,0.011,-1.634,1.654,-0.884,0.698,-0.326,-0.808,0.538,-0.703,-1.412,0.434,-2.139,-0.342,-0.578,1.062,-0.338,-1.33,-0.147
0.151,1.278,-1.07,-0.792,-0.214,0.852,-0.628,-0.129,1.253,-1.097,-1.298,1.663,-1.026,0.614,0.834,-0.511,1.671,0.232,-1.59,-0.515,0.27,0.443,-0.203,-0.056,2.628,-0.747,-0.445,1.067,0.83,0.946,-0.246,-0.865,-0.042,-0.757,-0.1,-0.236,1.231,0.656,1.202,1.119,-0.928,-0.139,2.931,-1.337,0.671,0.758,-0.561,0.376,0.846,-0.403,-0.747,-1.04,1.542,0.907,0.033,-1.024,-0.196,0.12,1.125,-0.163,1.765,0.164,-1.631,0.408,-0.037,-0.781,0.71,-0.972,1.612,-1.533,0.103,-0.564,1.584,1.036,-0.267,1.091,0.076,0.652,0.063,-0.5,-1.274,0.598,-0.246,-1.454,-1.593,-0.587,0.046,0.583,-0.079,1.854,1.387,-0.244,-2.432,1.765,0.608,0.868,0.001,0.081,-1.507,-0.051
-2.191,-1.401,-0.077,0.239,-0.054,0.258,1.04,1.686,-0.484,0.45,-1.529,0.67,-1.477,-0.762,0.649,-0.048,0.329,0.852,0.298,0.607,0.307,1.564,0.342,-0.401,-2.198,-0.081,-0.411,0.08,0.675,-0.498,-1.618,2.662,-1.809,0.592,0.23,0.955,0.354,0.391,-0.709,-1.039,0.389,1.684,0.529,-0.735,-1.346,-1.136,0.637,-1.032,-1.044,0.022,1.123,0.976,-1.544,-0.077,-0.999,-0.225,-0.979,1.754,1.036,-1.028,0.195,0.995,0.765,1.141,0.713,-0.247,1.749,1.418,1.375,-0.921,1.652,-1.161,1.505,2.739,0.261,-1.131,-0.887,2.085,-0.054,-1.05,-2.593,0.832,-0.428,0.842,0.857,1.308,0.661,-1.047,1.165,-0.602,-0.77,-0.08,-0.908,-1.018,-0.077,-0.408,-0.063,0.519,0.583,0.673
-2.779,-1.156,-1.704,1.549,0.601,1.01,0.965,-1.014,-0.824,0.092,-0.733,-0.804,-0.594,0.5,2.168,-0.574,0.533,-0.036,0.851,-1.915,0.734,0.01,-0.99,0.178,1.43,0.515,0.971,0.714,0.218,0.807,0.731,-0.208,-1.656,0.177,-1.046,-0.024,-1.556,0.928,0.428,-2.337,0.665,-1.373,-0.192,0.497,0.516,0.848,0.16,0.527,-1.349,-0.21,-0.022,-1.869,1.023,-0.186,0.281,1.311,-0.194,0.428,-1.06,-1.949,0.267,-0.939,-1.654,-1.338,-0.163,-0.576,1.309,1.325,-2.455,-0.285,-0.368,-1.541,-0.489,1.018,-0.76,2.212,3.476,-2.156,0.342,0.05,0.356,-0.91,0.539,0.305,-1.549,1.878,0.455,-0.973,0.253,-0.257,-0.74,-0.915,0.269,-0.834,-0.336,0.666,-0.573,-1.498,0.244,1.796
1.492,-0.401,-1.246,0.334,0.458,0.079,-0.375,0.576,2.177,-0.384,0.238,-1.655,1.357,-2.368,0.058,-0.929,1.502,2.015,0.334,1.901,0.913,1.461,-1.3,-0.495,-0.641,-0.568,0.84,1.55,0.893,-0.723,1.564,1.02,-2.025,1.417,-0.031,0.488,0.191,-0.627,-0.13,-0.499,-0.363,-0.214,0.33,0.513,0.38,1.151,1.715,0.264,1.681,-0.033,0.718,-0.041,-0.218,-1.628,-0.344,-0.211,0.33,0.175,0.484,-0.256,0.423,1.076,0.997,0.272,1.459,-0.476,0.699,1.524,1.2,-0.515,0.264,0.661,0.542,-0.089,-1.975,-0.193,1.286,-0.782,0.117,0.949,-0.82,0.122,-0.164,0.2,-0.373,1.281,-0.293,-0.357,-2.006,-1.06,-0.014,1.673,0.004,0.126,0.86,0.686,1.212,-0.229,-0.396,-0.27
0.251,-0.052,0.65,-0.974,1.518,1.161,-0.751,0.878,-1.01,-1.122,1.956,-1.662,-0.328,0.563,0.989,0.61,-1.893,0.398,-0.699,0.357,1.126,0.062,-1.441,-0.032,1.706,-0.787,0.739,-1.027,1.899,0.782,1.061,-0.331,-1.506,-1.377,2.074,-1.094,0.514,0.357,0.449,-0.627,-1.043,0.787,0.183,0.008,-2.268,-0.433,0.115,1.525,-0.829,1.052,0.055,0.694,-0.152,1.582,2.115,1.903,-1.527,-1.994,0.066,0.439,-1.197,-0.184,-1.133,0.75,-1.314,0.459,-0.65,0.616,0.216,0.129,-0.636,-0.658,-0.492,-1.464,0.745,1.133,-1.242,-1.638,-1.837,-1.581,0.318,1.192,1.927,-0.742,0.348,2.37,-1.316,2.522,0.05,1.007,0.11,0.875,1.386,0.988,-0.131,1.09,0.93,-2.71,1.15,-1.2
1.234,0.363,-1.297,-0.977,0.397,-1.47,-0.16,-0.406,-0.805,-1.798,-1.325,-1.386,0.93,-1.531,-1.042,0.56,-0.933,0.572,-1.464,0.111,-1.386,-0.346,0.142,0.625,0.273,2.424,-0.2,-0.639,-0.584,-0.423,-0.495,1.136,-0.752,-1.183,1.803,0.604,-1.042,-0.922,-0.921,0.049,0.113,0.058,1.232,-0.244,-1.764,-1.608,-1.218,-0.442,-0.146,1.163,0.237,-0.151,-0.866,0.259,1.12,0.321,1.715,0.467,0.232,1.706,-0.245,-0.687,0.214,-0.278,0.698,0.417,-1.206,-0.434,0.3,-0.37,-0.037,-1.24,-1.171,-2.066,0.67,0.559,-0.788,0.126,0.54,-0.01,-0.585,1.046,-0.235,-0.798,0.077,0.906,1.437,-0.233,0.083,1.652,0.36,1.03,-0.411,1.198,-0.885,1.096,-0.237,-0.747,0.351,0.443
-2.018,-0.465,-1.264,-1.398,-0.164,-1.533,1.027,-1.333,-0.463,0.382,-0.401,-0.671,-1.071,1.801,-0.108,0.662,0.556,0.915,2.315,1.519,0.407,-0.22,-0.234,-0.687,-0.529,0.081,-0.755,-1.672,1.834,-0.902,0.606,-0.283,-0.613,1.095,0.338,0.254,0.683,0.571,0.362,0.73,-0.672,0.953,0.656,-0.911,1.418,1.046,-0.261,-1.291,-0.317,0.816,0.104,0.984,0.746,1.298,-0.132,-0.975,-1.736,-0.558,-0.559,-1.1,1.342,1.693,-0.158,-1.372,-0.023,0.07,-0.35,-1.173,-1.399,1.315,0.268,-1.049,0.918,-1.187,0.43,-0.229,0.331,-2.144,-2.458,-0.771,0.077,-0.99,0.289,1.14,2.126,-0.973,-0.872,0.564,-1.509,1.347,0.41,-0.679,-0.13,-0.702,1.53,0.167,-0.313,-1.378,0.314,0.189
0.407,-0.897,0.808,1.271,-0.337,-0.357,-0.512,0.846,0.23,-0.414,-0.6,-0.749,-0.023,-0.136,-0.889,-0.698,-1.33,1.272,0.187,-1.554,-1.096,0.644,1.328,-0.711,1.124,-1.213,0.482,0.194,0.062,0.406,-0.472,-0.103,0.527,1.422,0.768,-0.999,0.261,-0.186,1.19,0.95,1.016,0.986,-0.271,-0.478,-1.41,1.861,-0.744,1.235,-0.158,-0.421,-0.527,0.055,-1.1,0.526,1.17,1.073,0.227,-1.309,1.392,1.613,-0.948,-1.762,0.227,0.625,1.029,-0.86,-0.591,1.387,1.163,-1.261,0.435,0.031,0.751,-1.942,0.403,0.229,2.095,1.447,0.484,0.213,0.743,-1.431,-0.592,1.672,-2.432,-0.081,-0.578,-0.166,-1.04,1.262,0.128,1.752,-1.436,0.138,0.148,0.485,0.786,-1.774,-0.374,0.421
1.832,0.476,0.173,-1.226,-0.397,-1.271,-0.926,-0.197,-0.43,-0.709,-0.571,-1.539,-0.33,-0.314,0.886,-1.606,1.217,1.6,0.411,-2.173,0.181,-1.307,0.389,-0.031,-0.214,1.22,1.271,1.462,0.872,0.632,-0.494,-1.647,-0.184,0.481,0.946,-0.029,-0.553,-1.712,1.76,-1.553,-1.54,0.879,1.54,1.503,0.466,-1.194,-0.249,1.016,0.764,-0.364,-0.031,-1.271,-0.432,-1.451,-0.926,0.134,0.91,0.268,-1.035,0.677,-0.73,-0.612,0.592,-0.31,0.715,-0.875,-0.398,-0.458,0.311,-1.426,1.457,0.242,1.124,-1.58,-0.849,1.699,-0.076,-0.541,-1.529,0.68,-0.859,-0.879,0.13,-0.376,0.981,-0.645,-1.433,0.783,-0.745,-1.675,-0.95,-0.442,0.463,-1.46,1.177,-0.246,0.444,-0.452,0.25,-0.941
-0.184,0.034,0.526,-0.878,0.134,-0.601,0.265,-0.354,-0.006,0.544,-0.395,0.09,-1.523,0.434,-0.734,0.566,-0.623,0.997,1.626,-1.497,-1.478,-0.779,0.925,0.753,0.02,-0.266,-0.717,1.553,-0.28,1.254,1.442,-0.583,0.296,0.403,-1.397,0.28,-0.983,-0.921,0.505,-0.174,-0.804,2.646,1.732,1.259,0.52,0.096,-0.548,-1.527,1.276,-1.601,0.217,-0.576,-0.092,-0.243,0.831,-0.803,0.6,0.711,-1.283,1.116,-0.957,-1.432,0.71,-0.525,1.283,-0.053,-0.119,0.608,-0.867,-0.642,0.138,-1.385,-0.355,-0.844,-0.27,-0.6,-0.159,0.361,-2.289,-0.02,-0.3,-0.544,0.366,-1.044,0.082,0.244,1.826,1.226,1.217,0.658,0.387,-1.53,-3.268,0.061,0.083,0.468,-0.914,1.322,0.609,-0.456
